id,neighbourhood_group,cancellation_policy,room_type,construction_year,price_numeric,log_price,minimum_nights,number_of_reviews,availability_365,service_fee,reviews_per_month,GEOID_x,median_income,population,median_rent
21813657,Brooklyn,moderate,Entire home/apt,2019,861,6.7580945044277305,2,20,284,172,2.56,11207,42276,90867,1306
21814209,Manhattan,moderate,Entire home/apt,2007,656,6.486160788944089,21,0,0,131,0.74,10017,130417,16065,2370
21814762,Manhattan,flexible,Entire home/apt,2012,1187,7.079184394609668,30,1,138,237,0.56,10065,153002,30339,2527
21815314,Queens,strict,Entire home/apt,2005,1119,7.020190708311925,2,0,0,224,0.74,11101,89525,32537,1966
21815866,Brooklyn,strict,Entire home/apt,2019,760,6.633318433280377,2,7,11,152,0.9,11216,77343,59567,1676
21816418,Manhattan,moderate,Entire home/apt,2021,138,4.927253685157205,3,10,61,28,1.6,10009,68220,58267,1706
21816971,Brooklyn,strict,Private room,2008,606,6.406879986069314,6,2,250,121,0.25,11238,100568,55102,2020
21817523,Brooklyn,moderate,Entire home/apt,2008,478,6.169610732491456,2,16,276,96,2.45,11229,66332,81909,1388
21818075,Queens,strict,Private room,2013,823,6.71295620067707,5,0,0,165,0.74,11106,71865,37094,1715
21818628,Brooklyn,moderate,Entire home/apt,2004,490,6.194405391104672,3,1,46,98,0.12,11230,57770,87188,1440
21819180,Manhattan,moderate,Entire home/apt,2007,652,6.480044561926653,1,5,272,130,0.69,10019,101651,45521,2050
21819732,Brooklyn,flexible,Entire home/apt,2015,1000,6.907755278982137,2,42,90,200,5.21,11232,74072,26501,1715
21820285,Manhattan,flexible,Entire home/apt,2003,1021,6.928537818164665,1,3,0,204,0.37,10022,138661,31574,2540
21820837,Manhattan,moderate,Private room,2015,278,5.627621113690637,1,0,0,56,0.74,10019,101651,45521,2050
21821389,Manhattan,flexible,Private room,2018,460,6.131226489483141,2,32,195,92,3.98,10029,33801,74617,974
21821941,Manhattan,strict,Private room,2006,889,6.790097235513905,7,1,0,178,1,10039,41363,27090,981
21822494,Brooklyn,moderate,Entire home/apt,2005,892,6.79346613258001,2,29,19,178,7.7,11216,77343,59567,1676
21823046,Brooklyn,moderate,Private room,2011,404,6.0014148779611505,2,9,0,81,1.15,11211,90871,104561,2040
21823598,Manhattan,strict,Private room,2008,1082,6.9865664594064265,2,8,0,216,1.06,10001,96787,25026,2169
21824151,Manhattan,flexible,Private room,2022,676,6.516193076042964,1,11,177,135,1.37,10019,101651,45521,2050
21824703,Queens,moderate,Private room,2022,687,6.532334292222349,1,73,340,137,9.09,11434,65845,62590,1179
21825255,Queens,strict,Entire home/apt,2019,863,6.760414691083428,13,4,121,173,0.64,11101,89525,32537,1966
21825808,Manhattan,moderate,Private room,2014,1100,7.003065458786462,1,11,177,220,1.58,10019,101651,45521,2050
21826360,Bronx,moderate,Private room,2008,553,6.315358001522335,1,4,0,111,0.52,10458,37886,85893,1314
21826912,Queens,moderate,Shared room,2010,974,6.881411303642535,3,1,178,195,0.13,11101,89525,32537,1966
21827464,Brooklyn,strict,Private room,2014,603,6.401917196727186,3,4,89,121,0.56,11213,48318,67382,1339
21828017,Brooklyn,moderate,Entire home/apt,2009,760,6.633318433280377,2,6,179,152,0.85,11233,48278,79796,1308
21828569,Brooklyn,moderate,Private room,2021,620,6.429719478039138,2,0,83,124,0.74,11210,70776,62423,1446
21829121,Manhattan,moderate,Private room,2008,572,6.349138991379798,2,32,147,114,4.02,10026,64716,38937,1278
21829674,Brooklyn,flexible,Private room,2013,167,5.117993812416755,1,33,0,33,4.34,11238,100568,55102,2020
21830226,Manhattan,strict,Private room,2007,997,6.904750769961838,4,3,362,199,0.43,10044,112658,12770,2772
21830778,Manhattan,flexible,Entire home/apt,2016,136,4.912654885736052,7,9,0,27,1.27,10003,129981,54671,2437
21831331,Manhattan,flexible,Entire home/apt,2004,789,6.670766320845874,1,11,0,158,1.46,10002,35607,74363,979
21831883,Manhattan,strict,Private room,2022,658,6.489204931325317,2,6,169,132,2.07,10033,66902,58648,1502
21832435,Brooklyn,flexible,Entire home/apt,2016,626,6.439350371100098,3,2,170,125,0.61,11210,70776,62423,1446
21832987,Manhattan,flexible,Entire home/apt,2019,91,4.51085950651685,4,28,217,18,3.82,10012,110490,23034,2293
21833540,Brooklyn,strict,Entire home/apt,2021,792,6.674561391814426,2,0,0,158,0.74,11213,48318,67382,1339
21834092,Manhattan,strict,Entire home/apt,2009,999,6.906754778648554,3,8,357,200,1.11,10012,110490,23034,2293
21834644,Manhattan,flexible,Private room,2007,847,6.741700694652055,1,6,87,169,1.06,10001,96787,25026,2169
21835197,Brooklyn,flexible,Private room,2003,954,6.860663671448287,18,2,341,191,0.33,11233,48278,79796,1308
21836301,Brooklyn,strict,Entire home/apt,2020,620,6.429719478039138,1,0,250,124,0.74,11231,108525,37796,1951
21836854,Brooklyn,strict,Private room,2008,374,5.924255797414532,3,5,0,75,0.79,11221,65548,85582,1587
21837406,Manhattan,strict,Entire home/apt,2018,721,6.580639137284949,1,5,0,144,0.64,10016,124647,52912,2760
21837958,Manhattan,flexible,Entire home/apt,2009,234,5.455321115357702,4,8,38,47,1.19,10004,204949,3310,3393
21838510,Brooklyn,strict,Private room,2003,84,4.430816798843313,1,1,365,17,0.16,11222,96435,36710,2129
21839063,Manhattan,strict,Private room,2006,762,6.635946555686647,4,19,10,152,2.54,10027,57010,64728,1274
21839615,Brooklyn,strict,Private room,2016,952,6.858565034791365,1,0,365,190,0.74,11222,96435,36710,2129
21840167,Manhattan,moderate,Private room,2022,84,4.430816798843313,7,4,365,17,0.59,10018,136360,8135,3287
21840720,Brooklyn,flexible,Private room,2012,217,5.37989735354046,1,2,1,43,0.32,11222,96435,36710,2129
21841272,Brooklyn,strict,Entire home/apt,2003,102,4.624972813284271,2,21,63,20,2.78,11213,48318,67382,1339
21841824,Brooklyn,moderate,Entire home/apt,2007,405,6.003887067106539,2,39,34,81,5,11211,90871,104561,2040
21842377,Manhattan,flexible,Entire home/apt,2015,706,6.559615237493242,2,0,2,141,0.74,10039,41363,27090,981
21842929,Brooklyn,strict,Entire home/apt,2017,67,4.204692619390966,2,2,57,13,2,11226,60896,96332,1458
21843481,Brooklyn,moderate,Private room,2017,130,4.867534450455582,6,15,147,26,1.86,11235,56308,76921,1414
21844033,Manhattan,moderate,Private room,2014,59,4.07753744390572,6,3,6,12,0.37,10025,99067,92162,1621
21844586,Brooklyn,flexible,Private room,2004,872,6.77078942390898,30,51,227,174,6.32,11221,65548,85582,1587
21845138,Brooklyn,flexible,Private room,2022,384,5.950642552587727,30,29,246,77,3.6,11221,65548,85582,1587
21845690,Brooklyn,strict,Private room,2022,271,5.602118820879701,30,31,316,54,3.94,11221,65548,85582,1587
21846243,Manhattan,strict,Private room,2014,420,6.040254711277414,1,23,362,84,3.18,10001,96787,25026,2169
21846795,Bronx,moderate,Private room,2009,599,6.395261598115449,6,0,179,120,0.74,10456,31645,90479,1074
21847347,Brooklyn,flexible,Entire home/apt,2016,698,6.548219102762372,2,17,9,140,4.55,11201,139697,64798,2690
21847900,Brooklyn,moderate,Entire home/apt,2005,1017,6.92461239604856,5,2,323,203,0.26,11224,35776,45587,865
21848452,Queens,strict,Entire home/apt,2004,1146,7.044032897274685,3,9,3,229,1.53,11385,77044,105025,1626
21849004,Bronx,strict,Shared room,2006,63,4.143134726391533,7,0,280,13,0.74,10460,28831,57514,1131
21849556,Manhattan,moderate,Entire home/apt,2004,986,6.893656354602635,1,8,0,197,1.22,10011,136208,50228,2281
21850109,Queens,moderate,Entire home/apt,2020,189,5.241747015059643,1,28,113,38,3.85,11372,61239,63107,1539
21850661,Queens,strict,Private room,2020,344,5.840641657373398,2,2,365,69,1.15,11373,56835,96495,1616
21851213,Queens,flexible,Private room,2007,832,6.723832440821209,1,7,0,166,0.88,11356,64324,24178,1788
21851766,Brooklyn,strict,Private room,2019,280,5.634789603169249,2,13,236,56,1.64,11228,76278,43878,1565
21852318,Manhattan,strict,Entire home/apt,2006,268,5.5909869805108565,1,6,215,54,0.76,10014,136154,29071,2464
21852870,Brooklyn,strict,Entire home/apt,2015,60,4.0943445622221,3,10,361,12,1.6,11233,48278,79796,1308
21853423,Queens,flexible,Private room,2009,994,6.901737206656574,2,2,322,199,0.27,11434,65845,62590,1179
21853975,Brooklyn,moderate,Private room,2017,1120,7.02108396428914,2,3,176,224,0.38,11203,57707,77589,1348
21854527,Manhattan,moderate,Entire home/apt,2018,1059,6.9650803456014065,7,4,8,212,0.62,10011,136208,50228,2281
21855079,Queens,flexible,Private room,2004,389,5.963579343618446,1,29,362,78,3.87,11358,70777,36665,1769
21855632,Manhattan,flexible,Private room,2009,645,6.4692503167957724,2,0,266,129,0.74,10017,130417,16065,2370
21856184,Brooklyn,moderate,Private room,2016,173,5.153291594497779,1,0,71,35,0.74,11221,65548,85582,1587
21856736,Brooklyn,flexible,Entire home/apt,2007,943,6.849066282633458,2,0,89,189,0.74,11210,70776,62423,1446
21857289,Manhattan,flexible,Entire home/apt,2004,240,5.480638923341991,1,18,248,48,3.91,10012,110490,23034,2293
21857841,Queens,strict,Entire home/apt,2005,303,5.713732805509369,2,0,83,61,0.74,11101,89525,32537,1966
21858393,Queens,strict,Entire home/apt,2011,185,5.220355825078324,5,2,40,37,0.32,11103,81677,35419,1819
21858946,Manhattan,flexible,Entire home/apt,2005,784,6.664409020350408,3,8,66,157,1.21,10003,129981,54671,2437
21859498,Manhattan,flexible,Private room,2006,500,6.214608098422191,30,4,0,100,0.64,10002,35607,74363,979
21860050,Brooklyn,flexible,Entire home/apt,2015,1092,6.9957661563048505,3,6,128,218,0.85,11211,90871,104561,2040
21860602,Brooklyn,moderate,Private room,2017,395,5.978885764901122,1,0,89,79,0.74,11201,139697,64798,2690
21861155,Manhattan,strict,Entire home/apt,2013,478,6.169610732491456,184,0,0,96,0.74,10019,101651,45521,2050
21861707,Manhattan,strict,Entire home/apt,2016,607,6.408528791059498,1,1,0,121,0.13,10002,35607,74363,979
21862259,Manhattan,strict,Entire home/apt,2005,251,5.5254529391317835,153,0,295,50,0.74,10019,101651,45521,2050
21862812,Queens,flexible,Private room,2004,293,5.680172609017068,29,1,1,59,0.3,11377,59910,82021,1529
21863364,Manhattan,flexible,Private room,2018,538,6.2878585601617845,2,0,207,108,0.74,10019,101651,45521,2050
21863916,Manhattan,flexible,Private room,2009,236,5.4638318050256105,2,0,213,47,0.74,10019,101651,45521,2050
21864469,Manhattan,strict,Private room,2018,794,6.677083461247136,2,0,162,159,0.74,10019,101651,45521,2050
21865021,Manhattan,flexible,Private room,2010,937,6.842683282238422,2,0,143,187,0.74,10019,101651,45521,2050
21865573,Manhattan,strict,Entire home/apt,2010,824,6.714170529909472,2,0,173,165,0.74,10019,101651,45521,2050
21866125,Manhattan,moderate,Entire home/apt,2018,347,5.849324779946859,3,50,199,69,6.67,10002,35607,74363,979
21866678,Manhattan,flexible,Entire home/apt,2022,289,5.666426688112432,2,0,206,58,0.74,10022,138661,31574,2540
21867230,Manhattan,flexible,Entire home/apt,2014,749,6.618738983517219,2,1,192,150,1,10019,101651,45521,2050
21867782,Manhattan,flexible,Entire home/apt,2012,358,5.8805329864007,2,0,152,72,0.74,10019,101651,45521,2050
21868887,Manhattan,strict,Private room,2006,177,5.176149732573829,2,0,163,35,0.74,10019,101651,45521,2050
21869439,Manhattan,flexible,Entire home/apt,2018,80,4.382026634673881,2,0,199,16,0.74,10019,101651,45521,2050
21869992,Brooklyn,moderate,Shared room,2015,555,6.318968113746434,5,1,89,111,0.77,11219,41907,87812,1452
21870544,Brooklyn,moderate,Entire home/apt,2014,733,6.597145701886651,1,7,0,147,0.93,11203,57707,77589,1348
21871096,Manhattan,moderate,Entire home/apt,2017,758,6.630683385642372,2,31,272,152,4.13,10029,33801,74617,974
21871648,Manhattan,strict,Entire home/apt,2022,623,6.434546518787453,30,0,365,125,0.74,10016,124647,52912,2760
21872201,Manhattan,flexible,Private room,2007,593,6.385194398997726,1,54,0,119,7.47,10065,153002,30339,2527
21872753,Queens,flexible,Private room,2022,373,5.921578419643816,7,0,0,75,0.74,11368,56904,108661,1684
21873305,Brooklyn,moderate,Entire home/apt,2009,1140,7.038783541388542,3,1,188,228,0.14,11238,100568,55102,2020
21873858,Brooklyn,strict,Entire home/apt,2019,310,5.736572297479192,30,1,284,62,0.75,11216,77343,59567,1676
21874410,Queens,flexible,Entire home/apt,2004,868,6.7661917146603505,3,0,0,174,0.74,11106,71865,37094,1715
21874962,Queens,flexible,Private room,2020,178,5.181783550292085,1,3,363,36,2.43,11105,86516,37452,1877
21875515,Queens,strict,Entire home/apt,2007,349,5.855071922202427,1,12,161,70,1.69,11434,65845,62590,1179
21876067,Manhattan,strict,Shared room,2009,174,5.159055299214529,1,59,314,35,7.47,10036,97720,28231,2184
21876619,Brooklyn,strict,Entire home/apt,2010,673,6.511745329644728,2,27,201,135,3.68,11207,42276,90867,1306
21877171,Brooklyn,flexible,Private room,2014,655,6.484635235635252,1,31,172,131,4.25,11221,65548,85582,1587
21877724,Queens,strict,Private room,2017,602,6.400257445308821,30,0,93,120,0.74,11377,59910,82021,1529
21878276,Manhattan,moderate,Private room,2008,880,6.779921907472252,1,20,359,176,2.49,10018,136360,8135,3287
21878828,Brooklyn,strict,Entire home/apt,2011,71,4.2626798770413155,4,3,354,14,0.47,11222,96435,36710,2129
21879381,Brooklyn,moderate,Entire home/apt,2009,896,6.79794041297493,6,4,11,179,0.57,11211,90871,104561,2040
21879933,Bronx,flexible,Private room,2006,62,4.127134385045092,1,38,301,12,4.75,10451,32598,49423,1109
21880485,Brooklyn,flexible,Private room,2015,852,6.747586526829315,1,6,281,170,0.77,11236,74015,98821,1442
21881590,Manhattan,moderate,Private room,2011,675,6.51471269087253,2,3,91,135,0.42,10031,55721,60280,1503
21882142,Manhattan,moderate,Entire home/apt,2020,80,4.382026634673881,7,2,1,16,0.28,10012,110490,23034,2293
21882694,Brooklyn,flexible,Private room,2005,842,6.7357800142423265,7,0,87,168,0.74,11221,65548,85582,1587
21883247,Queens,moderate,Entire home/apt,2008,1006,6.913737350659685,25,0,177,201,0.74,11106,71865,37094,1715
21883799,Brooklyn,flexible,Entire home/apt,2003,599,6.395261598115449,30,2,253,120,0.94,11216,77343,59567,1676
21884351,Manhattan,flexible,Entire home/apt,2009,541,6.293419278846481,60,2,0,108,0.29,10016,124647,52912,2760
21884904,Queens,flexible,Private room,2010,546,6.302618975744905,5,4,280,109,0.53,11104,75772,25037,1686
21885456,Brooklyn,flexible,Entire home/apt,2009,1074,6.97914527506881,10,1,264,215,0.21,11217,122598,42461,2256
21886008,Queens,strict,Entire home/apt,2021,702,6.553933404025811,2,10,346,140,1.55,11372,61239,63107,1539
21886561,Brooklyn,strict,Entire home/apt,2007,1130,7.029972911706386,3,2,31,226,0.61,11226,60896,96332,1458
21887113,Manhattan,flexible,Entire home/apt,2021,941,6.846943139585379,3,4,156,188,0.51,10065,153002,30339,2527
21887665,Brooklyn,flexible,Entire home/apt,2014,211,5.351858133476067,3,11,71,42,1.47,11233,48278,79796,1308
21888217,Brooklyn,moderate,Private room,2022,325,5.783825182329737,2,24,204,65,3.16,11218,78249,73280,1676
21888770,Queens,moderate,Private room,2017,1093,6.996681488176539,28,3,0,219,0.47,11377,59910,82021,1529
21889322,Brooklyn,strict,Private room,2005,893,6.794586580876499,1,14,355,179,1.98,11206,43065,87599,1199
21889874,Brooklyn,strict,Entire home/apt,2015,645,6.4692503167957724,3,16,66,129,2.26,11217,122598,42461,2256
21890427,Queens,moderate,Entire home/apt,2008,1131,7.030857476116121,3,9,273,226,1.19,11385,77044,105025,1626
21890979,Manhattan,flexible,Private room,2017,184,5.214935757608986,2,12,37,37,1.59,10019,101651,45521,2050
21891531,Manhattan,strict,Entire home/apt,2015,241,5.484796933490655,2,18,123,48,2.32,10027,57010,64728,1274
21892084,Manhattan,moderate,Entire home/apt,2006,201,5.303304908059076,1,7,78,40,0.9,10035,28408,36999,882
21892636,Manhattan,strict,Private room,2014,940,6.84587987526405,180,0,90,188,0.74,10032,53690,59527,1296
21893188,Manhattan,moderate,Entire home/apt,2017,942,6.848005274576363,30,2,67,188,0.32,10011,136208,50228,2281
21893740,Queens,strict,Private room,2005,644,6.467698726104354,2,2,52,129,0.32,11385,77044,105025,1626
21894293,Manhattan,moderate,Entire home/apt,2010,598,6.393590753950631,1,33,256,120,4.36,10002,35607,74363,979
21894845,Queens,flexible,Private room,2011,618,6.42648845745769,5,1,315,124,0.16,11378,82326,39033,1668
21895397,Brooklyn,strict,Entire home/apt,2005,1048,6.954638864880987,2,1,8,210,0.15,11221,65548,85582,1587
21895950,Manhattan,moderate,Entire home/apt,2008,174,5.159055299214529,1,14,5,35,1.92,10016,124647,52912,2760
21896502,Queens,strict,Private room,2006,520,6.253828811575473,7,0,179,104,0.74,11368,56904,108661,1684
21897054,Brooklyn,moderate,Entire home/apt,2014,792,6.674561391814426,6,14,14,158,1.84,11231,108525,37796,1951
21897607,Manhattan,flexible,Private room,2015,71,4.2626798770413155,1,34,4,14,4.25,10040,53199,45197,1417
21898159,Brooklyn,strict,Private room,2006,780,6.659293919683638,7,0,363,156,0.74,11221,65548,85582,1587
21898711,Manhattan,strict,Private room,2005,462,6.135564891081739,2,2,0,92,0.26,10035,28408,36999,882
21899263,Brooklyn,flexible,Private room,2013,703,6.555356891810665,1,71,35,141,8.99,11226,60896,96332,1458
21899816,Manhattan,strict,Private room,2022,567,6.340359303727752,1,10,191,113,1.28,10036,97720,28231,2184
21900368,Manhattan,moderate,Entire home/apt,2007,1063,6.968850378341948,3,1,5,213,0.16,10026,64716,38937,1278
21900920,Brooklyn,strict,Private room,2003,1131,7.030857476116121,3,0,180,226,0.74,11208,45946,102626,1357
21901473,Brooklyn,flexible,Entire home/apt,2018,64,4.1588830833596715,7,2,20,13,0.32,11222,96435,36710,2129
21902025,Brooklyn,strict,Private room,2019,382,5.945420608606575,5,1,22,76,0.16,11222,96435,36710,2129
21902577,Brooklyn,strict,Private room,2004,577,6.3578422665081,7,1,0,115,0.15,11216,77343,59567,1676
21903130,Brooklyn,flexible,Entire home/apt,2006,135,4.90527477843843,2,1,0,27,0.16,11217,122598,42461,2256
21903682,Brooklyn,strict,Entire home/apt,2016,620,6.429719478039138,3,12,112,124,1.71,11222,96435,36710,2129
21904234,Manhattan,moderate,Entire home/apt,2018,298,5.697093486505405,5,3,0,60,0.49,10023,137347,62228,2413
21904786,Manhattan,flexible,Entire home/apt,2003,146,4.983606621708336,3,3,3,29,0.49,10011,136208,50228,2281
21905339,Manhattan,strict,Private room,2009,487,6.18826412308259,1,8,0,97,1.13,10030,45555,30996,1073
21905891,Queens,strict,Entire home/apt,2006,64,4.1588830833596715,3,4,0,13,0.61,11377,59910,82021,1529
21906443,Manhattan,moderate,Entire home/apt,2017,1049,6.955592608396297,1,0,25,210,0.74,10035,28408,36999,882
21906996,Brooklyn,moderate,Entire home/apt,2005,820,6.709304340258298,4,2,1,164,0.25,11211,90871,104561,2040
21907548,Manhattan,flexible,Entire home/apt,2019,523,6.259581464064923,6,3,108,105,0.46,10031,55721,60280,1503
21908100,Manhattan,flexible,Private room,2020,827,6.717804695023691,1,75,248,165,9.62,10024,137126,60714,2536
21908653,Manhattan,strict,Private room,2015,520,6.253828811575473,2,30,6,104,4.81,10025,99067,92162,1621
21909205,Manhattan,moderate,Private room,2016,220,5.393627546352362,2,31,112,44,4.84,10026,64716,38937,1278
21909757,Bronx,strict,Private room,2018,551,6.311734809152915,4,33,86,110,4.36,10468,37777,78778,1314
21910309,Manhattan,flexible,Entire home/apt,2014,1116,7.017506142941256,2,22,283,223,2.83,10034,63556,41933,1395
21910862,Manhattan,moderate,Entire home/apt,2019,242,5.488937726156687,30,0,359,48,0.74,10025,99067,92162,1621
21911414,Brooklyn,moderate,Private room,2008,690,6.536691597591305,1,2,0,138,0.27,11237,57375,46772,1697
21911966,Queens,flexible,Private room,2009,364,5.8971538676367405,1,45,277,73,6.75,11422,93397,32786,1824
21912519,Manhattan,strict,Private room,2014,998,6.905753276311464,1,20,357,200,6,10035,28408,36999,882
21913071,Brooklyn,moderate,Entire home/apt,2015,818,6.706862336602747,2,7,6,164,0.92,11221,65548,85582,1587
21913623,Brooklyn,strict,Entire home/apt,2008,399,5.988961416889864,3,1,11,80,0.68,11216,77343,59567,1676
21914176,Manhattan,moderate,Entire home/apt,2019,1003,6.910750787961936,31,0,358,201,0.74,10065,153002,30339,2527
21914728,Brooklyn,flexible,Entire home/apt,2014,454,6.118097198041348,5,1,0,91,0.16,11237,57375,46772,1697
21915280,Brooklyn,flexible,Entire home/apt,2017,293,5.680172609017068,4,1,0,59,0.16,11215,144330,69995,2332
21915832,Brooklyn,flexible,Private room,2021,251,5.5254529391317835,2,2,148,50,0.28,11206,43065,87599,1199
21916385,Queens,flexible,Private room,2012,116,4.7535901911063645,2,13,24,23,1.73,11375,88117,72615,1807
21916937,Manhattan,strict,Private room,2019,586,6.373319789577012,2,8,6,117,1.09,10022,138661,31574,2540
21917489,Brooklyn,flexible,Private room,2014,549,6.3080984415095305,2,14,189,110,1.86,11205,62952,47866,1632
21918042,Queens,flexible,Entire home/apt,2007,1151,7.048386408721883,2,58,144,230,7.53,11414,75599,27672,1658
21918594,Brooklyn,flexible,Entire home/apt,2021,735,6.5998704992128365,1,23,238,147,2.97,11206,43065,87599,1199
21919146,Manhattan,strict,Private room,2010,207,5.332718793265369,2,29,2,41,3.73,10026,64716,38937,1278
21919699,Manhattan,strict,Entire home/apt,2011,814,6.70196036600254,20,0,53,163,0.74,10038,95640,24205,2524
21920251,Manhattan,moderate,Private room,2004,112,4.718498871295094,1,35,261,22,7.24,10024,137126,60714,2536
21920803,Queens,strict,Entire home/apt,2003,123,4.812184355372417,2,9,354,25,1.6,11102,81462,28359,1869
21921355,Bronx,moderate,Entire home/apt,2016,1045,6.951772164398911,2,8,360,209,1.05,10461,60802,51081,1451
21921908,Queens,moderate,Private room,2008,887,6.787844982309579,2,3,47,177,1.5,11421,77738,39654,1689
21922460,Manhattan,strict,Entire home/apt,2013,146,4.983606621708336,3,0,179,29,0.74,10003,129981,54671,2437
21923012,Bronx,strict,Entire home/apt,2019,1043,6.949856455000773,2,30,327,209,4.46,10458,37886,85893,1314
21923565,Manhattan,strict,Private room,2009,808,6.694562058521095,2,9,170,162,1.45,10032,53690,59527,1296
21924117,Manhattan,moderate,Entire home/apt,2004,264,5.575949103146316,1,10,361,53,1.42,10037,50686,19177,1260
21924669,Manhattan,strict,Entire home/apt,2012,1020,6.927557906278317,2,4,0,204,0.55,10012,110490,23034,2293
21925222,Brooklyn,moderate,Entire home/apt,2019,1059,6.9650803456014065,3,3,7,212,0.4,11201,139697,64798,2690
21925774,Manhattan,flexible,Entire home/apt,2004,849,6.744059186311348,3,7,358,170,1.59,10019,101651,45521,2050
21926326,Queens,strict,Entire home/apt,2012,461,6.133398042996649,2,6,168,92,0.93,11374,75266,43173,1730
21926878,Brooklyn,strict,Private room,2018,239,5.476463551931511,1,2,0,48,0.32,11237,57375,46772,1697
21927431,Manhattan,flexible,Entire home/apt,2006,908,6.811244378601294,2,33,227,182,4.21,10019,101651,45521,2050
21927983,Brooklyn,moderate,Entire home/apt,2007,991,6.898714534329988,3,1,0,198,0.16,11226,60896,96332,1458
21928535,Manhattan,moderate,Entire home/apt,2009,849,6.744059186311348,2,22,11,170,2.83,10003,129981,54671,2437
21929088,Brooklyn,moderate,Private room,2011,711,6.566672429803241,7,1,0,142,0.37,11206,43065,87599,1199
21929640,Brooklyn,flexible,Entire home/apt,2006,478,6.169610732491456,2,3,0,96,0.39,11205,62952,47866,1632
21930745,Queens,flexible,Entire home/apt,2011,1065,6.970730078143525,2,27,137,213,4.38,11377,59910,82021,1529
21931297,Brooklyn,moderate,Entire home/apt,2018,243,5.493061443340548,2,30,76,49,3.85,11208,45946,102626,1357
21931849,Brooklyn,moderate,Private room,2005,692,6.539585955617669,2,3,89,138,0.59,11206,43065,87599,1199
21932401,Manhattan,flexible,Entire home/apt,2014,210,5.3471075307174685,1,1,348,42,0.57,10003,129981,54671,2437
21932954,Brooklyn,flexible,Entire home/apt,2015,820,6.709304340258298,3,3,26,164,0.42,11237,57375,46772,1697
21933506,Manhattan,flexible,Entire home/apt,2019,911,6.814542897259958,1,17,334,182,2.38,10035,28408,36999,882
21934058,Brooklyn,strict,Entire home/apt,2010,1064,6.96979066990159,4,1,0,213,0.16,11225,65200,56072,1488
21934611,Brooklyn,strict,Entire home/apt,2022,408,6.0112671744041615,2,27,126,82,3.6,11211,90871,104561,2040
21935163,Brooklyn,strict,Private room,2009,566,6.338594078203183,1,0,365,113,0.74,11222,96435,36710,2129
21935715,Brooklyn,flexible,Entire home/apt,2017,589,6.3784261836515865,3,16,4,118,2.21,11216,77343,59567,1676
21936268,Queens,flexible,Private room,2015,228,5.429345628954441,2,3,161,46,0.42,11375,88117,72615,1807
21936820,Manhattan,moderate,Private room,2019,331,5.802118375377063,1,0,0,66,0.74,10010,139188,34763,2502
21937372,Manhattan,flexible,Entire home/apt,2009,101,4.61512051684126,3,14,0,20,1.92,10036,97720,28231,2184
21937924,Brooklyn,moderate,Private room,2003,805,6.690842277418564,3,4,276,161,0.56,11206,43065,87599,1199
21938477,Brooklyn,moderate,Entire home/apt,2005,507,6.2285110035911835,3,1,125,101,0.14,11205,62952,47866,1632
21939029,Queens,strict,Private room,2012,677,6.517671272912275,1,3,75,135,0.39,11354,45838,52351,1546
21939581,Manhattan,flexible,Entire home/apt,2008,739,6.6052979209482015,3,8,23,148,1.06,10019,101651,45521,2050
21940134,Brooklyn,flexible,Shared room,2010,221,5.3981627015177525,1,0,180,44,0.74,11222,96435,36710,2129
21940686,Manhattan,moderate,Entire home/apt,2006,289,5.666426688112432,1,51,1,58,6.95,10031,55721,60280,1503
21941238,Manhattan,moderate,Entire home/apt,2005,417,6.0330862217988015,2,1,0,83,0.16,10002,35607,74363,979
21941791,Manhattan,moderate,Private room,2018,462,6.135564891081739,2,33,114,92,4.88,10025,99067,92162,1621
21942343,Manhattan,moderate,Entire home/apt,2008,538,6.2878585601617845,4,8,0,108,1.06,10031,55721,60280,1503
21942895,Manhattan,flexible,Entire home/apt,2010,754,6.625392368007956,1,0,87,151,0.74,10014,136154,29071,2464
21943447,Brooklyn,moderate,Private room,2019,932,6.837332814685591,2,23,257,186,2.94,11206,43065,87599,1199
21944000,Queens,moderate,Private room,2008,372,5.918893854273146,1,2,362,74,0.38,11691,52605,68454,1278
21944552,Manhattan,strict,Entire home/apt,2013,202,5.308267697401205,5,20,0,40,2.7,10002,35607,74363,979
21945104,Brooklyn,flexible,Entire home/apt,2020,594,6.386879319362645,30,3,313,119,0.44,11207,42276,90867,1306
21945657,Brooklyn,flexible,Private room,2008,820,6.709304340258298,2,45,9,164,5.74,11238,100568,55102,2020
21946209,Bronx,flexible,Private room,2012,88,4.477336814478207,1,9,310,18,1.19,10467,40639,100867,1348
21946761,Brooklyn,moderate,Private room,2015,246,5.5053315359323625,14,4,129,49,1.21,11221,65548,85582,1587
21947314,Brooklyn,flexible,Entire home/apt,2005,734,6.598509028614515,29,1,200,147,1,11215,144330,69995,2332
21947866,Queens,strict,Private room,2009,1195,7.085901464365611,5,3,90,239,0.38,11102,81462,28359,1869
21948418,Manhattan,moderate,Entire home/apt,2004,523,6.259581464064923,2,2,89,105,0.31,10023,137347,62228,2413
21948970,Manhattan,moderate,Private room,2022,467,6.1463292576688975,1,0,89,93,0.74,10031,55721,60280,1503
21949523,Brooklyn,strict,Private room,2018,914,6.81783057145415,2,4,363,183,1.67,11233,48278,79796,1308
21950075,Brooklyn,flexible,Entire home/apt,2007,451,6.111467339502679,3,2,5,90,0.46,11215,144330,69995,2332
